item_number	title	condition	description	email	type	card_count	platform	media
4641	Emperor: Battle for Dune	Heavily Used		usr628@gt.edu	Computer Game		Windows	
4642	Stormfront Studios	Lightly Used	EA Sports   Racing/Automobile	usr628@gt.edu	Video Game		Nintendo	Game card
4643	Hyper Olympics in NaganoJP	Heavily Used	KCEO   Konami	usr628@gt.edu	Video Game		Nintendo	Cartridge
4644	Achtung Panzer: Kharkov 1943	Like New	Graviteam   Paradox Interactive	usr628@gt.edu	Computer Game		Windows	
4645	Avatar: The Last Airbender Trading Card Game	Like New	by Upper Deck   	usr628@gt.edu	Collectible Card Game	83		
4646	Canasta (4 players)	Unopened	A game that became extremely popular in the 1950s, Canasta uses two standard decks, and is best in two-player partnerships	usr629@gt.edu	Playing Card Game			
4647	Anno 1602	Unopened	Max Design   Sunflowers	usr629@gt.edu	Computer Game		Linux	
4648	Marathon: Durandal	Heavily Used		usr629@gt.edu	Video Game		Xbox	Game card
4649	Xena: Warrior Princess 	Damaged/Missing parts	Wizards of the Coast   	usr629@gt.edu	Collectible Card Game	369		
4650	Dark Force	Damaged/Missing parts	Schmidt Spiele   	usr629@gt.edu	Collectible Card Game	460		
4651	Pools of Darkness	Unopened		usr629@gt.edu	Computer Game		macOS	
4652	Humaliens Collectible Card Game 	Moderately Used	AEG   	usr629@gt.edu	Collectible Card Game	734		
4653	THQNA/PAL	Damaged/Missing parts	Racing/Automobile   1998-07-17JP	usr629@gt.edu	Video Game		Nintendo	Cartridge
4654	Kentucky Route Zero	Unopened	Cardboard Computer	usr629@gt.edu	Computer Game		Windows	
4655	Ashte kashte	Moderately Used	Bengal, India  Four thrown cowry shells	usr629@gt.edu	Board Game			
4656	Fan Tan (3-6 players)	Heavily Used	"Also known as ""Sevens"", ""Domino"", ""Parliament"", and ""Pay or Play"". In turns players play a card to a common layout, which will begin with sevens as the foundation for each suit"	usr630@gt.edu	Playing Card Game			
4657	Blitzkrieg	Heavily Used	Nival Interactive   CDV, 1C Company, Virtual Programming	usr630@gt.edu	Computer Game		macOS	
4658	Addiction Pinball	Like New	Team17   MicroProse	usr630@gt.edu	Computer Game		macOS	
4659	German Whist (2 players)	Damaged/Missing parts	An excellent Whist style game for two players. Each player has a hand of 13 cards, and the first phase involves each person playing a card in order to compete for the face up card from the top of the stock (the very first card shown is the trump suit); the winner gets that card, the loser gets the next face-down card	usr630@gt.edu	Playing Card Game			
4660	Axis Assassin	Moderately Used	Electronic Arts	usr631@gt.edu	Computer Game		Windows	
4661	BioShock	Lightly Used	2K Boston, 2K Australia   2K Games	usr631@gt.edu	Computer Game		Windows	
4662	Europa Universalis II	Heavily Used		usr631@gt.edu	Computer Game		Windows	
4663	Bumblings - The funtasy card game 	Moderately Used	Gernilex Bt.   	usr631@gt.edu	Collectible Card Game	88		
4664	InfogramesPAL	Lightly Used	Action/Adventure   1998-07-18NA	usr631@gt.edu	Video Game		Nintendo	Optical disc
4665	Golf (2-6 players)	Like New	A great casual game for two players that also works with 3 or more. There are many variations, the most common one being six card Golf, where everyone has a 3x2 grid of cards worth varying points, that you try to improve	usr631@gt.edu	Playing Card Game			
4666	NASCAR 2000	Like New	EA Sports   	usr631@gt.edu	Video Game		Nintendo	Game card
4667	GT InteractivePAL	Lightly Used		usr631@gt.edu	Video Game		Nintendo	Cartridge
4668	Elementeo	Heavily Used	Alchemist Empire   	usr632@gt.edu	Collectible Card Game	687		
4669	Battles of Napoleon	Damaged/Missing parts	Chuck Kroegel, David Landrey   Strategic Simulations, Inc.	usr632@gt.edu	Computer Game		macOS	
4670	"World of Warcraft Trading Card Game	"	Damaged/Missing parts	Upper Deck/Cryptozoic Entertainment   	usr632@gt.edu	Collectible Card Game	575		
4671	Silent Hunter 4: Wolves of the Pacific	Damaged/Missing parts	Ubisoft Bucharest   Ubisoft	usr632@gt.edu	Computer Game		Windows	
4672	J-Stars Victory Vs	Moderately Used	Spike Chunsoft   March 19, 2014	usr632@gt.edu	Video Game		PlayStation	Cartridge
4673	Pokemon Stadium Gold SilverJP	Heavily Used	Nintendo EAD   Nintendo	usr633@gt.edu	Video Game		Nintendo	Game card
4674	Marvel vs. Capcom Origins	Moderately Used	Fighting   Capcom/	usr633@gt.edu	Video Game		Xbox	Game card
4675	Mass Effect 3	Like New	Action RPG   BioWare	usr633@gt.edu	Video Game		Xbox	Cartridge
4676	"Ultimate Combat!	"	Heavily Used	Ultimate Games   	usr633@gt.edu	Collectible Card Game	657		
4677	Empire Earth II	Lightly Used		usr633@gt.edu	Computer Game		Windows	
4678	Edris A Jin	Lightly Used	Syria and Lebanon  	usr633@gt.edu	Board Game			
4679	Scopa (2-6 players)	Like New	A fascinating classic Italian card game that is especially good for two players, and for four players as a partnership game called Scopone	usr634@gt.edu	Playing Card Game			
4680	Final War Tactical Card Game 	Unopened	Games Lab   	usr634@gt.edu	Collectible Card Game	683		
4681	Europa Universalis IV	Moderately Used	Paradox Development Studio   Paradox Interactive	usr634@gt.edu	Computer Game		Windows	
4682	Codename: Kids Next Door Trading Card Game 	Moderately Used		usr634@gt.edu	Collectible Card Game	206		
4683	Cyberpunk The Collectible Card Game	Lightly Used	Social Games/ImageNative Worlds Inc./R. Talsorian Games Inc.   	usr634@gt.edu	Collectible Card Game	207		
4684	Absolute Force Online	Heavily Used	TQ Digital   NetDragon Websoft Inc.	usr634@gt.edu	Computer Game		macOS	
4685	Veto! 	Unopened	Krakowska Grupa Kreatywna   	usr635@gt.edu	Collectible Card Game	401		
4686	kkrieger	Like New	.theprodukkt	usr635@gt.edu	Computer Game		Windows	
4687	After...	Unopened	Ciel	usr635@gt.edu	Computer Game		Windows	
4688	Act of War: Direct Action	Heavily Used		usr635@gt.edu	Computer Game		macOS	
4689	Madden NFL 08	Damaged/Missing parts	Sports   EA Tiburon	usr635@gt.edu	Video Game		Xbox	Game card
4690	Horus Heresy	Like New	Sabertooth Games   	usr635@gt.edu	Collectible Card Game	245		
4691	Final Twilight TCG 	Moderately Used	Neo Productions Unlimited   	usr635@gt.edu	Collectible Card Game	347		
4692	Poker (2-10 players)	Lightly Used	This is considered the ultimate bluffing game, and No Limit Texas Hold 'Em has been popularized with the help of television and local tournaments	usr636@gt.edu	Playing Card Game			
4693	Battlefield 1942	Heavily Used		usr636@gt.edu	Computer Game		macOS	
4694	Dinosaur King	Moderately Used	Upper Deck   	usr636@gt.edu	Collectible Card Game	580		
4695	Elementeo	Damaged/Missing parts		usr636@gt.edu	Collectible Card Game	687		
4696	Fading Legions	Moderately Used	Avalanche Press  2002	usr636@gt.edu	Board Game			
4697	"Ultimate Combat!	"	Lightly Used	Ultimate Games   	usr636@gt.edu	Collectible Card Game	657		
4698	ARMA: Armed Assault	Damaged/Missing parts	Bohemia Interactive   505 Games	usr636@gt.edu	Computer Game		Windows	
4699	3W	Like New	1992  	usr636@gt.edu	Board Game			
4700	Prince of Persia: Warrior Within	Damaged/Missing parts	Ubisoft Montreal, Pipeworks Software, Gameloft   Ubisoft, Gameloft	usr636@gt.edu	Computer Game		macOS	
4701	John Daly's Prostroke Golf	Unopened	Gusto Games   	usr636@gt.edu	Video Game		PlayStation	Optical disc
4702	Anno 1701	Moderately Used	Related Designs   Sunflowers	usr637@gt.edu	Computer Game		Windows	
4703	Tyre	Moderately Used	Simulations Publications, Inc.  1978	usr637@gt.edu	Board Game			
4704	Prince of Persia: Warrior Within	Damaged/Missing parts	Ubisoft Montreal, Pipeworks Software, Gameloft   Ubisoft, Gameloft	usr637@gt.edu	Computer Game		macOS	
4705	Banemaster: The Adventure	Unopened	by Chessex   	usr638@gt.edu	Collectible Card Game	426		
4706	Battleground 10: Middle East	Like New	TalonSoft	usr638@gt.edu	Computer Game		Windows	
4707	Kentucky Route Zero	Like New	Cardboard Computer	usr638@gt.edu	Computer Game		Windows	
4708	"Warlords	"	Heavily Used	Iron Crown Enterprises   	usr638@gt.edu	Collectible Card Game	234		
4709	Starbound	Like New		usr638@gt.edu	Computer Game		macOS	
4710	Police Quest: SWAT 2	Unopened	Yosemite Entertainment   Sierra FX	usr638@gt.edu	Computer Game		Windows	
4711	Olympic Hockey Nagano '98JP	Like New	Treyarch Invention   Midway Home EntertainmentNA	usr638@gt.edu	Video Game		Nintendo	Optical disc
4712	Euro Truck Simulator 2	Damaged/Missing parts	SCS Software	usr638@gt.edu	Computer Game		macOS	
4713	Memories Off 6: Next Relation	Unopened	Visual novel   5pb.	usr638@gt.edu	Video Game		Xbox	Cartridge
4714	Digimon Card Game	Moderately Used	Bandai   	usr638@gt.edu	Collectible Card Game	421		
4715	MicroBot	Unopened	Shooter   Naked Sky Entertainment	usr638@gt.edu	Video Game		Xbox	Cartridge
4716	Aldnoah Zero	Unopened	based on the television and print series created by Olympus Knights and A-1 Pictures   	usr638@gt.edu	Collectible Card Game	78		
4717	White Night	Lightly Used	OSome Studio   Activision	usr639@gt.edu	Computer Game		Linux	
4718	Persona 4 Golden	Damaged/Missing parts	Atlus   Sega	usr639@gt.edu	Computer Game		Windows	
4719	Marvel vs. Capcom Origins	Unopened		usr639@gt.edu	Video Game		Xbox	Game card
4720	Monster High: New Ghoul in School	Lightly Used	Adventure   Little Orbit	usr639@gt.edu	Video Game		Xbox	Optical disc
4721	Assassin's Creed III	Moderately Used		usr639@gt.edu	Computer Game		Windows	
4722	Mission Impossible	Moderately Used	Ocean Software   	usr639@gt.edu	Video Game		Nintendo	Cartridge
4723	Hyper Olympics in NaganoJP	Heavily Used	KCEO   Konami	usr639@gt.edu	Video Game		Nintendo	Cartridge
4724	HumanKind 	Unopened	SALO   	usr639@gt.edu	Collectible Card Game	249		
4725	Survivor 	Like New	Upper Deck   	usr639@gt.edu	Collectible Card Game	199		
4726	NBA Live 99	Moderately Used	EA Canada   	usr639@gt.edu	Video Game		Nintendo	Optical disc
4727	"Warhammer Age of Sigmar: Champions	"	Moderately Used	PlayFusion Limited/Games Workshop   	usr639@gt.edu	Collectible Card Game	423		
4728	Assassin's Creed IV: Black Flag	Lightly Used	Ubisoft Montreal   Ubisoft	usr639@gt.edu	Computer Game		macOS	
4729	Dinosaur King	Heavily Used	Upper Deck   	usr640@gt.edu	Collectible Card Game	580		
4730	Wargame: AirLand Battle	Like New	Eugen Systems   Focus Home Interactive	usr640@gt.edu	Computer Game		Windows	
4731	JoJo's Bizarre Adventure HD Ver.	Lightly Used	Capcom   August 21, 2012	usr640@gt.edu	Video Game		PlayStation	Optical disc
4732	Age of Empires III	Moderately Used	Ensemble Studios   Microsoft Game Studios	usr640@gt.edu	Computer Game		Windows	
4733	Deadlands: Lost Colony - Showdown 	Moderately Used	Pinnacle Entertainment Group   	usr640@gt.edu	Collectible Card Game	123		
4734	Metal Gear Rising: Revengeance	Damaged/Missing parts	Hack & Slash, Action   Kojima Productions	usr640@gt.edu	Video Game		Xbox	Cartridge
4735	Illuminati: New World Order	Moderately Used		usr640@gt.edu	Collectible Card Game	408		
4736	Assassin's Creed	Like New	Ubisoft Montreal   Ubisoft	usr640@gt.edu	Computer Game		Windows	
4737	A Game of Thrones 	Damaged/Missing parts	Fantasy Flight Games   	usr640@gt.edu	Collectible Card Game	212		
4738	Just Dance 2017	Damaged/Missing parts		usr640@gt.edu	Video Game		PlayStation	Game card
4739	AGEOD's American Civil War	Unopened	AGEOD   Matrix Games	usr640@gt.edu	Computer Game		macOS	
4740	A Chair in a Room: Greenwater	Like New	Wolf & Wood Interactive Ltd	usr641@gt.edu	Computer Game		macOS	
4741	Telenet Japan	Heavily Used	Telenet Japan   Gambling/Pachinko	usr641@gt.edu	Video Game		Nintendo	Optical disc
4742	Minecraft: Story Mode Season Two	Heavily Used		usr641@gt.edu	Video Game		Xbox	Cartridge
4743	Kerbal Space Program	Like New	Squad	usr641@gt.edu	Computer Game		Windows	
4744	Eve: The Second Genesis	Like New	CCP Games   	usr642@gt.edu	Collectible Card Game	369		
4745	Ocean SoftwareNA/PAL	Heavily Used	Racing/Automobile   1997-07-18JP	usr642@gt.edu	Video Game		Nintendo	Game card
4746	Onegai Monsters	Moderately Used	Bottom Up   Bottom Up	usr642@gt.edu	Video Game		Nintendo	Cartridge
4747	Hyper Olympics in NaganoJP	Heavily Used	KCEO   Konami	usr642@gt.edu	Video Game		Nintendo	Cartridge
4748	Major League Baseball 2K9	Damaged/Missing parts	Sports   Visual Concepts	usr643@gt.edu	Video Game		Xbox	Game card
4749	Ms. Pac-Man Maze Madness	Moderately Used	Mass Media Games   Namco	usr643@gt.edu	Video Game		Nintendo	Game card
4750	Kane & Lynch 2: Dog Days	Damaged/Missing parts	IO Interactive   	usr643@gt.edu	Video Game		PlayStation	Game card
4751	Absolute Drift	Unopened	Funselektor Labs	usr643@gt.edu	Computer Game		Windows	
4752	Battlefield V	Moderately Used	EA Digital Illusions CE   Electronic Arts	usr643@gt.edu	Computer Game		Windows	
4753	Battlestar Galactica Collectible Card Game	Unopened		usr643@gt.edu	Collectible Card Game	411		
4754	Madden NFL 08	Like New	Sports   EA Tiburon	usr643@gt.edu	Video Game		Xbox	Game card
4755	Mayhem 3D	Unopened		usr644@gt.edu	Video Game		Xbox	Cartridge
4756	Penumbra: Black Plague	Unopened		usr644@gt.edu	Computer Game		macOS	
4757	Mensch argere Dich nicht	Lightly Used		usr644@gt.edu	Board Game			
4758	Nintama Rantaro 64 Game Gallery	Damaged/Missing parts	Culture Brain   Culture Brain	usr644@gt.edu	Video Game		Nintendo	Optical disc
4759	Milton Bradley	Like New		usr645@gt.edu	Board Game			
4760	Acrophobia (game)	Unopened	Andrea Jennifer Shubert   Internet Relay Chat	usr645@gt.edu	Computer Game		Windows	
4761	Mensch argere Dich nicht	Moderately Used	Germany  Single six-sided die	usr645@gt.edu	Board Game			
4762	Fantasy Adventures 	Lightly Used	Mayfair Games   	usr645@gt.edu	Collectible Card Game	479		
4763	Young Jedi Collectible Card Game	Heavily Used	Decipher Inc.   	usr645@gt.edu	Collectible Card Game	266		
4764	Puyo Puyon Party	Unopened	Compile   Compile	usr645@gt.edu	Video Game		Nintendo	Game card
4765	Aldnoah Zero	Unopened	based on the television and print series created by Olympus Knights and A-1 Pictures   	usr645@gt.edu	Collectible Card Game	78		
4766	Jet Set Radio	Unopened	Smilebit   February 20, 2013	usr645@gt.edu	Video Game		PlayStation	Cartridge
4767	A to Zap! Featuring the Sunbuddies	Lightly Used	ImageBuilder Software	usr645@gt.edu	Computer Game		Windows	
4768	Madagascar Kartz	Damaged/Missing parts	Racing   Sidhe Interactive	usr645@gt.edu	Video Game		Xbox	Optical disc
4769	S.T.A.L.K.E.R.: Shadow of Chernobyl	Heavily Used	GSC Game World   THQ	usr645@gt.edu	Computer Game		Windows	
4770	ABC Sports Indy Racing	Heavily Used	Shot Sports Software   ABC Interactive	usr646@gt.edu	Computer Game		Windows	
4771	The Witcher	Heavily Used	CD Projekt Red   Atari, Inc	usr646@gt.edu	Computer Game		macOS	
4772	Dragon Ball Z Collectible Card Game 	Heavily Used	Score Entertainment   	usr646@gt.edu	Collectible Card Game	235		
4773	Assassin's Creed Valhalla	Like New	Ubisoft Montreal   Ubisoft	usr646@gt.edu	Computer Game		Windows	
4774	The Sword of Rome	Heavily Used	GMT Games  2004	usr646@gt.edu	Board Game			
4775	Katawa Shoujo	Lightly Used	Four Leaf Studios	usr646@gt.edu	Computer Game		macOS	
4776	Battleground 2: Gettysburg	Damaged/Missing parts	TalonSoft	usr646@gt.edu	Computer Game		macOS	
4777	Battlefield 2	Lightly Used		usr646@gt.edu	Computer Game		macOS	
4778	Draim Arena	Lightly Used		usr646@gt.edu	Collectible Card Game	461		
4779	Stronghold 2	Lightly Used		usr646@gt.edu	Computer Game		Windows	
4780	Betrayal at Krondor	Damaged/Missing parts	Dynamix   Dynamix, Activision, Sierra Entertainment	usr646@gt.edu	Computer Game		macOS	
4781	Billy the Wizard: Rocket Broomstick Racing	Damaged/Missing parts	Data Design Interactive   Metro3D Europe	usr646@gt.edu	Computer Game		Windows	
4782	The Elder Scrolls Adventures: Redguard	Like New	Bethesda Softworks	usr647@gt.edu	Computer Game		Windows	
4783	Chaotic Trading Card Game	Damaged/Missing parts	4Kids Entertainment   	usr647@gt.edu	Collectible Card Game	27		
4784	AssaultCube Reloaded (ACR)	Damaged/Missing parts	AssaultCube Reloaded Task Force	usr647@gt.edu	Computer Game		Windows	
4785	Kaihou Shoujo SIN	Damaged/Missing parts	Sega   December 5, 2013	usr647@gt.edu	Video Game		PlayStation	Optical disc
4786	Banished	Like New	Shining Rock Software	usr647@gt.edu	Computer Game		Windows	
4787	Wizards & Warriors	Damaged/Missing parts	Heuristic Park   Activision	usr647@gt.edu	Computer Game		Windows	
4788	Act of War: Direct Action	Like New		usr647@gt.edu	Computer Game		macOS	
4789	Mia Hamm Soccer 64	Unopened		usr648@gt.edu	Video Game		Nintendo	Cartridge
4790	Advent Rising	Moderately Used	GlyphX Games   Majesco Entertainment	usr648@gt.edu	Computer Game		Windows	
4791	Mega Man 9	Moderately Used	Action & Adventure   Inti Creates/Capcom	usr648@gt.edu	Video Game		Xbox	Optical disc
4792	Abyss Odyssey	Like New	ACE Team   Atlus	usr648@gt.edu	Computer Game		macOS	
4793	StarCraft	Like New	Blizzard Entertainment	usr648@gt.edu	Computer Game		macOS	
4794	Mafia II	Unopened	Third-person Shooter, Action-adventure   2K Czech	usr648@gt.edu	Video Game		Xbox	Optical disc
4795	The Elder Scrolls IV: Oblivion	Moderately Used	Bethesda Game Studios, 4J Games, Superscape   Bethesda Softworks	usr648@gt.edu	Computer Game		Windows	
4796	Max: The Curse of Brotherhood	Unopened	Action & Adventure   Press Play	usr648@gt.edu	Video Game		Xbox	Optical disc
4797	Eagles	Like New	Game Designers' Workshop  1973	usr648@gt.edu	Board Game			
4798	Jewish War	Damaged/Missing parts	Khyber Pass Games  2000	usr648@gt.edu	Board Game			
4799	Poptropica	Lightly Used		usr648@gt.edu	Computer Game		Windows	
4800	Pok�mon Snap	Unopened		usr649@gt.edu	Video Game		Nintendo	Cartridge
4801	Pax Softnica	Unopened	Nintendo   Action/3D Rail Shooter	usr649@gt.edu	Video Game		Nintendo	Optical disc
4802	GMT Games	Unopened		usr649@gt.edu	Board Game			
4803	Berserk 	Like New	Fantasy World Inc./Hobby World   	usr649@gt.edu	Collectible Card Game	163		
4804	Just Dance 2017	Heavily Used	Ubisoft Paris   	usr649@gt.edu	Video Game		PlayStation	Game card
4805	Paradigm Simulation	Damaged/Missing parts	Nintendo   Simulation/Flight	usr649@gt.edu	Video Game		Nintendo	Game card
4806	A Duel Hand Disaster: Trackher	Like New	Ask An Enemy Studios	usr649@gt.edu	Computer Game		Windows	
4807	Teenage Mutant Ninja Turtles Trading Card Game 	Moderately Used	Upper Deck   	usr649@gt.edu	Collectible Card Game	286		
4808	King Arthur: The Role-Playing Wargame	Moderately Used	NeocoreGames   Paradox Interactive	usr649@gt.edu	Computer Game		macOS	
4809	Ogre Battle 64: Person of Lordly Caliber	Moderately Used	Quest Corporation   Atlus USANA	usr649@gt.edu	Video Game		Nintendo	Cartridge
4810	Brothers in Arms: Hell's Highway	Unopened	Gearbox Software   Ubisoft	usr649@gt.edu	Computer Game		Windows	
4811	Acre	Unopened	Simulations Publications, Inc.  1978	usr650@gt.edu	Board Game			
