proposer_item_no,counterparty_item_no,proposer_email,counterparty_email,proposed_date,accept_reject_date,status,auto_trade_id
4126,6431,usr557@gt.edu,usr867@gt.edu,2022-04-26,2022-05-10,rejected,proposer_emailusr557@gt.educounterparty_emailusr867@gt.eduproposer_item_no4126counterparty_item_no6431
4127,544,usr557@gt.edu,usr076@gt.edu,2022-04-19,2022-05-03,rejected,proposer_emailusr557@gt.educounterparty_emailusr076@gt.eduproposer_item_no4127counterparty_item_no544
4127,5873,usr557@gt.edu,usr790@gt.edu,2022-05-19,2022-05-30,accepted,proposer_emailusr557@gt.educounterparty_emailusr790@gt.eduproposer_item_no4127counterparty_item_no5873
4128,5619,usr557@gt.edu,usr756@gt.edu,2022-04-21,2022-05-20,rejected,proposer_emailusr557@gt.educounterparty_emailusr756@gt.eduproposer_item_no4128counterparty_item_no5619
4129,1585,usr558@gt.edu,usr211@gt.edu,2022-04-20,NULL,unaccepted,proposer_emailusr558@gt.educounterparty_emailusr211@gt.eduproposer_item_no4129counterparty_item_no1585
4130,3038,usr558@gt.edu,usr405@gt.edu,2022-05-20,NULL,unaccepted,proposer_emailusr558@gt.educounterparty_emailusr405@gt.eduproposer_item_no4130counterparty_item_no3038
4130,5373,usr558@gt.edu,usr725@gt.edu,2022-04-21,2022-05-12,rejected,proposer_emailusr558@gt.educounterparty_emailusr725@gt.eduproposer_item_no4130counterparty_item_no5373
4131,334,usr558@gt.edu,usr048@gt.edu,2022-05-03,2022-06-09,rejected,proposer_emailusr558@gt.educounterparty_emailusr048@gt.eduproposer_item_no4131counterparty_item_no334
4134,4496,usr559@gt.edu,usr609@gt.edu,2022-04-15,2022-05-03,accepted,proposer_emailusr559@gt.educounterparty_emailusr609@gt.eduproposer_item_no4134counterparty_item_no4496
4135,3643,usr559@gt.edu,usr495@gt.edu,2022-05-26,2022-05-31,accepted,proposer_emailusr559@gt.educounterparty_emailusr495@gt.eduproposer_item_no4135counterparty_item_no3643
4136,4108,usr559@gt.edu,usr555@gt.edu,2022-04-19,2022-05-03,accepted,proposer_emailusr559@gt.educounterparty_emailusr555@gt.eduproposer_item_no4136counterparty_item_no4108
4137,3207,usr559@gt.edu,usr430@gt.edu,2022-04-27,2022-06-14,accepted,proposer_emailusr559@gt.educounterparty_emailusr430@gt.eduproposer_item_no4137counterparty_item_no3207
4138,5286,usr560@gt.edu,usr714@gt.edu,2022-04-18,2022-05-18,accepted,proposer_emailusr560@gt.educounterparty_emailusr714@gt.eduproposer_item_no4138counterparty_item_no5286
4139,5798,usr560@gt.edu,usr779@gt.edu,2022-05-02,NULL,unaccepted,proposer_emailusr560@gt.educounterparty_emailusr779@gt.eduproposer_item_no4139counterparty_item_no5798
4140,5696,usr560@gt.edu,usr766@gt.edu,2022-05-13,NULL,unaccepted,proposer_emailusr560@gt.educounterparty_emailusr766@gt.eduproposer_item_no4140counterparty_item_no5696
4141,4227,usr560@gt.edu,usr572@gt.edu,2022-05-20,2022-06-06,rejected,proposer_emailusr560@gt.educounterparty_emailusr572@gt.eduproposer_item_no4141counterparty_item_no4227
4142,6781,usr560@gt.edu,usr916@gt.edu,2022-04-19,NULL,unaccepted,proposer_emailusr560@gt.educounterparty_emailusr916@gt.eduproposer_item_no4142counterparty_item_no6781
4145,6983,usr561@gt.edu,usr942@gt.edu,2022-04-15,2022-04-27,rejected,proposer_emailusr561@gt.educounterparty_emailusr942@gt.eduproposer_item_no4145counterparty_item_no6983
4147,1347,usr561@gt.edu,usr182@gt.edu,2022-04-19,2022-05-12,rejected,proposer_emailusr561@gt.educounterparty_emailusr182@gt.eduproposer_item_no4147counterparty_item_no1347
4148,7308,usr561@gt.edu,usr985@gt.edu,2022-06-02,NULL,unaccepted,proposer_emailusr561@gt.educounterparty_emailusr985@gt.eduproposer_item_no4148counterparty_item_no7308
4149,1097,usr561@gt.edu,usr148@gt.edu,2022-05-26,2022-05-30,rejected,proposer_emailusr561@gt.educounterparty_emailusr148@gt.eduproposer_item_no4149counterparty_item_no1097
4151,3598,usr562@gt.edu,usr489@gt.edu,2022-04-15,NULL,unaccepted,proposer_emailusr562@gt.educounterparty_emailusr489@gt.eduproposer_item_no4151counterparty_item_no3598
4152,1366,usr562@gt.edu,usr185@gt.edu,2022-04-20,2022-04-28,rejected,proposer_emailusr562@gt.educounterparty_emailusr185@gt.eduproposer_item_no4152counterparty_item_no1366
4152,6759,usr562@gt.edu,usr911@gt.edu,2022-05-09,NULL,unaccepted,proposer_emailusr562@gt.educounterparty_emailusr911@gt.eduproposer_item_no4152counterparty_item_no6759
4153,704,usr562@gt.edu,usr093@gt.edu,2022-05-11,2022-05-30,accepted,proposer_emailusr562@gt.educounterparty_emailusr093@gt.eduproposer_item_no4153counterparty_item_no704
4153,2995,usr562@gt.edu,usr400@gt.edu,2022-04-27,2022-05-05,rejected,proposer_emailusr562@gt.educounterparty_emailusr400@gt.eduproposer_item_no4153counterparty_item_no2995
4155,4574,usr562@gt.edu,usr618@gt.edu,2022-04-19,2022-05-02,accepted,proposer_emailusr562@gt.educounterparty_emailusr618@gt.eduproposer_item_no4155counterparty_item_no4574
4156,5207,usr562@gt.edu,usr705@gt.edu,2022-05-18,NULL,unaccepted,proposer_emailusr562@gt.educounterparty_emailusr705@gt.eduproposer_item_no4156counterparty_item_no5207
4156,7282,usr562@gt.edu,usr981@gt.edu,2022-05-04,2022-05-16,rejected,proposer_emailusr562@gt.educounterparty_emailusr981@gt.eduproposer_item_no4156counterparty_item_no7282
4159,5777,usr563@gt.edu,usr776@gt.edu,2022-04-22,2022-05-30,accepted,proposer_emailusr563@gt.educounterparty_emailusr776@gt.eduproposer_item_no4159counterparty_item_no5777
4161,7256,usr563@gt.edu,usr979@gt.edu,2022-04-27,NULL,unaccepted,proposer_emailusr563@gt.educounterparty_emailusr979@gt.eduproposer_item_no4161counterparty_item_no7256
4162,5521,usr563@gt.edu,usr743@gt.edu,2022-04-25,2022-06-06,accepted,proposer_emailusr563@gt.educounterparty_emailusr743@gt.eduproposer_item_no4162counterparty_item_no5521
4168,563,usr564@gt.edu,usr078@gt.edu,2022-05-04,2022-05-30,rejected,proposer_emailusr564@gt.educounterparty_emailusr078@gt.eduproposer_item_no4168counterparty_item_no563
4168,3690,usr564@gt.edu,usr502@gt.edu,2022-06-06,2022-06-08,accepted,proposer_emailusr564@gt.educounterparty_emailusr502@gt.eduproposer_item_no4168counterparty_item_no3690
4172,5529,usr564@gt.edu,usr744@gt.edu,2022-04-25,2022-04-29,accepted,proposer_emailusr564@gt.educounterparty_emailusr744@gt.eduproposer_item_no4172counterparty_item_no5529
4177,7039,usr565@gt.edu,usr948@gt.edu,2022-05-18,NULL,unaccepted,proposer_emailusr565@gt.educounterparty_emailusr948@gt.eduproposer_item_no4177counterparty_item_no7039
4180,1089,usr565@gt.edu,usr147@gt.edu,2022-04-20,NULL,unaccepted,proposer_emailusr565@gt.educounterparty_emailusr147@gt.eduproposer_item_no4180counterparty_item_no1089
4185,2317,usr565@gt.edu,usr314@gt.edu,2022-05-30,NULL,unaccepted,proposer_emailusr565@gt.educounterparty_emailusr314@gt.eduproposer_item_no4185counterparty_item_no2317
4186,4981,usr565@gt.edu,usr673@gt.edu,2022-04-22,2022-04-29,rejected,proposer_emailusr565@gt.educounterparty_emailusr673@gt.eduproposer_item_no4186counterparty_item_no4981
4186,7070,usr565@gt.edu,usr952@gt.edu,2022-05-02,2022-05-25,accepted,proposer_emailusr565@gt.educounterparty_emailusr952@gt.eduproposer_item_no4186counterparty_item_no7070
4187,3820,usr566@gt.edu,usr516@gt.edu,2022-05-09,NULL,unaccepted,proposer_emailusr566@gt.educounterparty_emailusr516@gt.eduproposer_item_no4187counterparty_item_no3820
4191,4520,usr566@gt.edu,usr612@gt.edu,2022-05-11,2022-05-19,accepted,proposer_emailusr566@gt.educounterparty_emailusr612@gt.eduproposer_item_no4191counterparty_item_no4520
4196,2414,usr567@gt.edu,usr326@gt.edu,2022-04-27,2022-05-03,accepted,proposer_emailusr567@gt.educounterparty_emailusr326@gt.eduproposer_item_no4196counterparty_item_no2414
4197,4764,usr567@gt.edu,usr645@gt.edu,2022-04-18,NULL,unaccepted,proposer_emailusr567@gt.educounterparty_emailusr645@gt.eduproposer_item_no4197counterparty_item_no4764
4198,1526,usr567@gt.edu,usr204@gt.edu,2022-04-21,2022-04-25,rejected,proposer_emailusr567@gt.educounterparty_emailusr204@gt.eduproposer_item_no4198counterparty_item_no1526
4199,5950,usr568@gt.edu,usr800@gt.edu,2022-06-02,NULL,unaccepted,proposer_emailusr568@gt.educounterparty_emailusr800@gt.eduproposer_item_no4199counterparty_item_no5950
4200,4898,usr568@gt.edu,usr660@gt.edu,2022-04-15,2022-04-20,accepted,proposer_emailusr568@gt.educounterparty_emailusr660@gt.eduproposer_item_no4200counterparty_item_no4898
4201,3761,usr568@gt.edu,usr510@gt.edu,2022-04-26,2022-05-02,accepted,proposer_emailusr568@gt.educounterparty_emailusr510@gt.eduproposer_item_no4201counterparty_item_no3761
4202,565,usr568@gt.edu,usr079@gt.edu,2022-05-04,2022-05-31,rejected,proposer_emailusr568@gt.educounterparty_emailusr079@gt.eduproposer_item_no4202counterparty_item_no565
4203,6272,usr568@gt.edu,usr843@gt.edu,2022-04-22,2022-05-02,accepted,proposer_emailusr568@gt.educounterparty_emailusr843@gt.eduproposer_item_no4203counterparty_item_no6272
4204,2800,usr568@gt.edu,usr377@gt.edu,2022-04-18,2022-04-26,accepted,proposer_emailusr568@gt.educounterparty_emailusr377@gt.eduproposer_item_no4204counterparty_item_no2800
4206,4239,usr569@gt.edu,usr573@gt.edu,2022-04-22,2022-05-17,accepted,proposer_emailusr569@gt.educounterparty_emailusr573@gt.eduproposer_item_no4206counterparty_item_no4239
4207,6353,usr569@gt.edu,usr855@gt.edu,2022-05-18,2022-05-24,rejected,proposer_emailusr569@gt.educounterparty_emailusr855@gt.eduproposer_item_no4207counterparty_item_no6353
4208,476,usr569@gt.edu,usr065@gt.edu,2022-05-04,NULL,unaccepted,proposer_emailusr569@gt.educounterparty_emailusr065@gt.eduproposer_item_no4208counterparty_item_no476
4209,2376,usr569@gt.edu,usr320@gt.edu,2022-06-07,NULL,unaccepted,proposer_emailusr569@gt.educounterparty_emailusr320@gt.eduproposer_item_no4209counterparty_item_no2376
4209,5703,usr569@gt.edu,usr767@gt.edu,2022-04-19,2022-04-20,rejected,proposer_emailusr569@gt.educounterparty_emailusr767@gt.eduproposer_item_no4209counterparty_item_no5703
4212,3100,usr570@gt.edu,usr413@gt.edu,2022-04-21,2022-05-24,accepted,proposer_emailusr570@gt.educounterparty_emailusr413@gt.eduproposer_item_no4212counterparty_item_no3100
4215,6146,usr570@gt.edu,usr826@gt.edu,2022-05-02,NULL,unaccepted,proposer_emailusr570@gt.educounterparty_emailusr826@gt.eduproposer_item_no4215counterparty_item_no6146
4217,3299,usr570@gt.edu,usr445@gt.edu,2022-04-15,2022-05-23,accepted,proposer_emailusr570@gt.educounterparty_emailusr445@gt.eduproposer_item_no4217counterparty_item_no3299
4221,1437,usr570@gt.edu,usr193@gt.edu,2022-06-07,NULL,unaccepted,proposer_emailusr570@gt.educounterparty_emailusr193@gt.eduproposer_item_no4221counterparty_item_no1437
4222,3135,usr571@gt.edu,usr418@gt.edu,2022-05-02,2022-05-13,accepted,proposer_emailusr571@gt.educounterparty_emailusr418@gt.eduproposer_item_no4222counterparty_item_no3135
4224,2164,usr571@gt.edu,usr290@gt.edu,2022-05-20,2022-05-25,accepted,proposer_emailusr571@gt.educounterparty_emailusr290@gt.eduproposer_item_no4224counterparty_item_no2164
4225,2824,usr571@gt.edu,usr380@gt.edu,2022-04-19,2022-05-27,accepted,proposer_emailusr571@gt.educounterparty_emailusr380@gt.eduproposer_item_no4225counterparty_item_no2824
4226,2942,usr571@gt.edu,usr393@gt.edu,2022-04-18,2022-04-20,rejected,proposer_emailusr571@gt.educounterparty_emailusr393@gt.eduproposer_item_no4226counterparty_item_no2942
4226,6835,usr571@gt.edu,usr924@gt.edu,2022-05-13,2022-06-07,accepted,proposer_emailusr571@gt.educounterparty_emailusr924@gt.eduproposer_item_no4226counterparty_item_no6835
4227,7241,usr572@gt.edu,usr977@gt.edu,2022-05-19,2022-05-20,rejected,proposer_emailusr572@gt.educounterparty_emailusr977@gt.eduproposer_item_no4227counterparty_item_no7241
4231,4933,usr572@gt.edu,usr666@gt.edu,2022-04-15,2022-04-19,accepted,proposer_emailusr572@gt.educounterparty_emailusr666@gt.eduproposer_item_no4231counterparty_item_no4933
4232,1835,usr572@gt.edu,usr245@gt.edu,2022-04-20,2022-04-28,accepted,proposer_emailusr572@gt.educounterparty_emailusr245@gt.eduproposer_item_no4232counterparty_item_no1835
4233,5330,usr572@gt.edu,usr721@gt.edu,2022-05-23,2022-05-24,accepted,proposer_emailusr572@gt.educounterparty_emailusr721@gt.eduproposer_item_no4233counterparty_item_no5330
4234,755,usr572@gt.edu,usr098@gt.edu,2022-04-27,NULL,unaccepted,proposer_emailusr572@gt.educounterparty_emailusr098@gt.eduproposer_item_no4234counterparty_item_no755
4235,7410,usr572@gt.edu,usr998@gt.edu,2022-04-25,2022-05-10,accepted,proposer_emailusr572@gt.educounterparty_emailusr998@gt.eduproposer_item_no4235counterparty_item_no7410
4236,5308,usr572@gt.edu,usr716@gt.edu,2022-04-19,2022-04-21,accepted,proposer_emailusr572@gt.educounterparty_emailusr716@gt.eduproposer_item_no4236counterparty_item_no5308
4237,21,usr573@gt.edu,usr005@gt.edu,2022-04-18,2022-05-16,rejected,proposer_emailusr573@gt.educounterparty_emailusr005@gt.eduproposer_item_no4237counterparty_item_no21
4238,4842,usr573@gt.edu,usr654@gt.edu,2022-05-31,NULL,unaccepted,proposer_emailusr573@gt.educounterparty_emailusr654@gt.eduproposer_item_no4238counterparty_item_no4842
4240,1837,usr573@gt.edu,usr245@gt.edu,2022-05-27,NULL,unaccepted,proposer_emailusr573@gt.educounterparty_emailusr245@gt.eduproposer_item_no4240counterparty_item_no1837
4240,3047,usr573@gt.edu,usr406@gt.edu,2022-04-21,2022-05-09,rejected,proposer_emailusr573@gt.educounterparty_emailusr406@gt.eduproposer_item_no4240counterparty_item_no3047
4245,3264,usr573@gt.edu,usr440@gt.edu,2022-04-28,2022-05-04,accepted,proposer_emailusr573@gt.educounterparty_emailusr440@gt.eduproposer_item_no4245counterparty_item_no3264
4248,4615,usr573@gt.edu,usr625@gt.edu,2022-05-11,2022-06-06,rejected,proposer_emailusr573@gt.educounterparty_emailusr625@gt.eduproposer_item_no4248counterparty_item_no4615
4250,5563,usr574@gt.edu,usr749@gt.edu,2022-04-27,2022-05-06,accepted,proposer_emailusr574@gt.educounterparty_emailusr749@gt.eduproposer_item_no4250counterparty_item_no5563
4251,215,usr574@gt.edu,usr031@gt.edu,2022-04-20,2022-06-09,rejected,proposer_emailusr574@gt.educounterparty_emailusr031@gt.eduproposer_item_no4251counterparty_item_no215
4251,1598,usr574@gt.edu,usr213@gt.edu,2022-06-14,NULL,unaccepted,proposer_emailusr574@gt.educounterparty_emailusr213@gt.eduproposer_item_no4251counterparty_item_no1598
4253,4291,usr574@gt.edu,usr579@gt.edu,2022-04-18,2022-05-10,rejected,proposer_emailusr574@gt.educounterparty_emailusr579@gt.eduproposer_item_no4253counterparty_item_no4291
4253,6966,usr574@gt.edu,usr940@gt.edu,2022-05-24,2022-06-06,rejected,proposer_emailusr574@gt.educounterparty_emailusr940@gt.eduproposer_item_no4253counterparty_item_no6966
4258,5178,usr575@gt.edu,usr699@gt.edu,2022-04-29,2022-05-03,accepted,proposer_emailusr575@gt.educounterparty_emailusr699@gt.eduproposer_item_no4258counterparty_item_no5178
4259,4713,usr575@gt.edu,usr638@gt.edu,2022-04-21,2022-05-19,rejected,proposer_emailusr575@gt.educounterparty_emailusr638@gt.eduproposer_item_no4259counterparty_item_no4713
4261,428,usr575@gt.edu,usr059@gt.edu,2022-06-14,NULL,unaccepted,proposer_emailusr575@gt.educounterparty_emailusr059@gt.eduproposer_item_no4261counterparty_item_no428
4262,278,usr576@gt.edu,usr040@gt.edu,2022-04-21,2022-04-27,rejected,proposer_emailusr576@gt.educounterparty_emailusr040@gt.eduproposer_item_no4262counterparty_item_no278
4264,5795,usr576@gt.edu,usr779@gt.edu,2022-05-19,2022-05-31,accepted,proposer_emailusr576@gt.educounterparty_emailusr779@gt.eduproposer_item_no4264counterparty_item_no5795
4265,5475,usr576@gt.edu,usr738@gt.edu,2022-04-20,2022-04-21,accepted,proposer_emailusr576@gt.educounterparty_emailusr738@gt.eduproposer_item_no4265counterparty_item_no5475
4266,1452,usr576@gt.edu,usr195@gt.edu,2022-04-15,2022-06-14,accepted,proposer_emailusr576@gt.educounterparty_emailusr195@gt.eduproposer_item_no4266counterparty_item_no1452
4267,7023,usr577@gt.edu,usr947@gt.edu,2022-04-18,2022-05-18,accepted,proposer_emailusr577@gt.educounterparty_emailusr947@gt.eduproposer_item_no4267counterparty_item_no7023
4268,4125,usr577@gt.edu,usr557@gt.edu,2022-04-28,2022-05-02,accepted,proposer_emailusr577@gt.educounterparty_emailusr557@gt.eduproposer_item_no4268counterparty_item_no4125
4269,3192,usr577@gt.edu,usr428@gt.edu,2022-04-20,2022-05-13,rejected,proposer_emailusr577@gt.educounterparty_emailusr428@gt.eduproposer_item_no4269counterparty_item_no3192
4274,2327,usr578@gt.edu,usr315@gt.edu,2022-04-18,2022-04-19,accepted,proposer_emailusr578@gt.educounterparty_emailusr315@gt.eduproposer_item_no4274counterparty_item_no2327
4275,745,usr578@gt.edu,usr097@gt.edu,2022-04-21,2022-05-25,accepted,proposer_emailusr578@gt.educounterparty_emailusr097@gt.eduproposer_item_no4275counterparty_item_no745
4278,953,usr578@gt.edu,usr128@gt.edu,2022-06-09,NULL,unaccepted,proposer_emailusr578@gt.educounterparty_emailusr128@gt.eduproposer_item_no4278counterparty_item_no953
4281,4712,usr579@gt.edu,usr638@gt.edu,2022-05-12,NULL,unaccepted,proposer_emailusr579@gt.educounterparty_emailusr638@gt.eduproposer_item_no4281counterparty_item_no4712
4285,3044,usr579@gt.edu,usr405@gt.edu,2022-05-25,NULL,unaccepted,proposer_emailusr579@gt.educounterparty_emailusr405@gt.eduproposer_item_no4285counterparty_item_no3044
4286,4684,usr579@gt.edu,usr634@gt.edu,2022-04-28,2022-05-20,accepted,proposer_emailusr579@gt.educounterparty_emailusr634@gt.eduproposer_item_no4286counterparty_item_no4684
4290,4426,usr579@gt.edu,usr599@gt.edu,2022-04-19,2022-06-03,accepted,proposer_emailusr579@gt.educounterparty_emailusr599@gt.eduproposer_item_no4290counterparty_item_no4426
4293,2799,usr580@gt.edu,usr376@gt.edu,2022-04-15,2022-05-02,accepted,proposer_emailusr580@gt.educounterparty_emailusr376@gt.eduproposer_item_no4293counterparty_item_no2799
4294,1128,usr580@gt.edu,usr152@gt.edu,2022-06-14,NULL,unaccepted,proposer_emailusr580@gt.educounterparty_emailusr152@gt.eduproposer_item_no4294counterparty_item_no1128
4295,818,usr580@gt.edu,usr108@gt.edu,2022-04-21,2022-05-03,accepted,proposer_emailusr580@gt.educounterparty_emailusr108@gt.eduproposer_item_no4295counterparty_item_no818
4296,2211,usr581@gt.edu,usr297@gt.edu,2022-04-15,2022-04-20,accepted,proposer_emailusr581@gt.educounterparty_emailusr297@gt.eduproposer_item_no4296counterparty_item_no2211
4297,3645,usr581@gt.edu,usr495@gt.edu,2022-05-02,2022-05-05,rejected,proposer_emailusr581@gt.educounterparty_emailusr495@gt.eduproposer_item_no4297counterparty_item_no3645
4297,6214,usr581@gt.edu,usr835@gt.edu,2022-05-05,2022-05-20,accepted,proposer_emailusr581@gt.educounterparty_emailusr835@gt.eduproposer_item_no4297counterparty_item_no6214
4300,5157,usr581@gt.edu,usr695@gt.edu,2022-06-03,NULL,unaccepted,proposer_emailusr581@gt.educounterparty_emailusr695@gt.eduproposer_item_no4300counterparty_item_no5157
4300,5911,usr581@gt.edu,usr794@gt.edu,2022-04-29,2022-06-01,rejected,proposer_emailusr581@gt.educounterparty_emailusr794@gt.eduproposer_item_no4300counterparty_item_no5911
4301,5647,usr582@gt.edu,usr758@gt.edu,2022-04-25,2022-05-20,accepted,proposer_emailusr582@gt.educounterparty_emailusr758@gt.eduproposer_item_no4301counterparty_item_no5647
4303,452,usr582@gt.edu,usr061@gt.edu,2022-05-03,NULL,unaccepted,proposer_emailusr582@gt.educounterparty_emailusr061@gt.eduproposer_item_no4303counterparty_item_no452
4304,4974,usr583@gt.edu,usr672@gt.edu,2022-05-02,2022-05-05,accepted,proposer_emailusr583@gt.educounterparty_emailusr672@gt.eduproposer_item_no4304counterparty_item_no4974
4305,5775,usr583@gt.edu,usr776@gt.edu,2022-04-21,2022-05-25,accepted,proposer_emailusr583@gt.educounterparty_emailusr776@gt.eduproposer_item_no4305counterparty_item_no5775
4307,1795,usr583@gt.edu,usr240@gt.edu,2022-06-02,NULL,unaccepted,proposer_emailusr583@gt.educounterparty_emailusr240@gt.eduproposer_item_no4307counterparty_item_no1795
4309,2812,usr583@gt.edu,usr378@gt.edu,2022-04-20,2022-04-26,accepted,proposer_emailusr583@gt.educounterparty_emailusr378@gt.eduproposer_item_no4309counterparty_item_no2812
4316,1248,usr584@gt.edu,usr168@gt.edu,2022-04-21,2022-06-03,accepted,proposer_emailusr584@gt.educounterparty_emailusr168@gt.eduproposer_item_no4316counterparty_item_no1248
