proposer_item_no,counterparty_item_no,proposer_email,counterparty_email,proposed_date,accept_reject_date,status,auto_trade_id,proposed_date1,accept_reject_date1
3280,4121,usr443@gt.edu,usr556@gt.edu,2022-04-15,2022-05-06,accepted,proposer_emailusr443@gt.educounterparty_emailusr556@gt.eduproposer_item_no3280counterparty_item_no4121,2022-04-15,2022-05-06
3283,6812,usr443@gt.edu,usr920@gt.edu,2022-04-18,NULL,unaccepted,proposer_emailusr443@gt.educounterparty_emailusr920@gt.eduproposer_item_no3283counterparty_item_no6812,2022-04-18,NULL
3285,5704,usr443@gt.edu,usr767@gt.edu,2022-04-26,2022-05-11,accepted,proposer_emailusr443@gt.educounterparty_emailusr767@gt.eduproposer_item_no3285counterparty_item_no5704,2022-04-26,2022-05-11
3287,532,usr443@gt.edu,usr074@gt.edu,2022-05-23,NULL,unaccepted,proposer_emailusr443@gt.educounterparty_emailusr074@gt.eduproposer_item_no3287counterparty_item_no532,2022-05-23,NULL
3288,5366,usr443@gt.edu,usr725@gt.edu,2022-06-13,NULL,unaccepted,proposer_emailusr443@gt.educounterparty_emailusr725@gt.eduproposer_item_no3288counterparty_item_no5366,2022-06-13,NULL
3289,1423,usr443@gt.edu,usr191@gt.edu,2022-04-25,2022-04-29,rejected,proposer_emailusr443@gt.educounterparty_emailusr191@gt.eduproposer_item_no3289counterparty_item_no1423,2022-04-25,2022-04-29
3290,6600,usr443@gt.edu,usr890@gt.edu,2022-05-02,2022-05-17,accepted,proposer_emailusr443@gt.educounterparty_emailusr890@gt.eduproposer_item_no3290counterparty_item_no6600,2022-05-02,2022-05-17
3291,3545,usr444@gt.edu,usr481@gt.edu,2022-05-16,NULL,unaccepted,proposer_emailusr444@gt.educounterparty_emailusr481@gt.eduproposer_item_no3291counterparty_item_no3545,2022-05-16,NULL
3292,6615,usr444@gt.edu,usr891@gt.edu,2022-04-26,NULL,unaccepted,proposer_emailusr444@gt.educounterparty_emailusr891@gt.eduproposer_item_no3292counterparty_item_no6615,2022-04-26,NULL
3293,89,usr444@gt.edu,usr012@gt.edu,2022-05-31,NULL,unaccepted,proposer_emailusr444@gt.educounterparty_emailusr012@gt.eduproposer_item_no3293counterparty_item_no89,2022-05-31,NULL
3293,7171,usr444@gt.edu,usr966@gt.edu,2022-05-06,2022-05-30,rejected,proposer_emailusr444@gt.educounterparty_emailusr966@gt.eduproposer_item_no3293counterparty_item_no7171,2022-05-06,2022-05-30
3294,794,usr445@gt.edu,usr104@gt.edu,2022-04-19,2022-05-05,accepted,proposer_emailusr445@gt.educounterparty_emailusr104@gt.eduproposer_item_no3294counterparty_item_no794,2022-04-19,2022-05-05
3298,3734,usr445@gt.edu,usr506@gt.edu,2022-04-25,2022-05-04,rejected,proposer_emailusr445@gt.educounterparty_emailusr506@gt.eduproposer_item_no3298counterparty_item_no3734,2022-04-25,2022-05-04
3300,2054,usr445@gt.edu,usr274@gt.edu,2022-05-06,2022-05-13,rejected,proposer_emailusr445@gt.educounterparty_emailusr274@gt.eduproposer_item_no3300counterparty_item_no2054,2022-05-06,2022-05-13
3302,3694,usr445@gt.edu,usr502@gt.edu,2022-04-15,2022-05-09,accepted,proposer_emailusr445@gt.educounterparty_emailusr502@gt.eduproposer_item_no3302counterparty_item_no3694,2022-04-15,2022-05-09
3305,2541,usr446@gt.edu,usr344@gt.edu,2022-05-04,2022-06-01,accepted,proposer_emailusr446@gt.educounterparty_emailusr344@gt.eduproposer_item_no3305counterparty_item_no2541,2022-05-04,2022-06-01
3307,3412,usr446@gt.edu,usr461@gt.edu,2022-05-23,2022-06-02,rejected,proposer_emailusr446@gt.educounterparty_emailusr461@gt.eduproposer_item_no3307counterparty_item_no3412,2022-05-23,2022-06-02
3309,5353,usr446@gt.edu,usr723@gt.edu,2022-05-31,2022-06-13,accepted,proposer_emailusr446@gt.educounterparty_emailusr723@gt.eduproposer_item_no3309counterparty_item_no5353,2022-05-31,2022-06-13
3311,472,usr446@gt.edu,usr064@gt.edu,2022-04-15,2022-04-20,accepted,proposer_emailusr446@gt.educounterparty_emailusr064@gt.eduproposer_item_no3311counterparty_item_no472,2022-04-15,2022-04-20
3312,3490,usr447@gt.edu,usr474@gt.edu,2022-05-31,2022-06-07,accepted,proposer_emailusr447@gt.educounterparty_emailusr474@gt.eduproposer_item_no3312counterparty_item_no3490,2022-05-31,2022-06-07
3313,5443,usr447@gt.edu,usr734@gt.edu,2022-04-18,2022-04-19,accepted,proposer_emailusr447@gt.educounterparty_emailusr734@gt.eduproposer_item_no3313counterparty_item_no5443,2022-04-18,2022-04-19
3315,1934,usr448@gt.edu,usr259@gt.edu,2022-04-15,NULL,unaccepted,proposer_emailusr448@gt.educounterparty_emailusr259@gt.eduproposer_item_no3315counterparty_item_no1934,2022-04-15,NULL
3318,3848,usr448@gt.edu,usr519@gt.edu,2022-05-03,2022-05-04,rejected,proposer_emailusr448@gt.educounterparty_emailusr519@gt.eduproposer_item_no3318counterparty_item_no3848,2022-05-03,2022-05-04
3319,4189,usr449@gt.edu,usr566@gt.edu,2022-04-19,2022-05-02,accepted,proposer_emailusr449@gt.educounterparty_emailusr566@gt.eduproposer_item_no3319counterparty_item_no4189,2022-04-19,2022-05-02
3320,1642,usr449@gt.edu,usr217@gt.edu,2022-05-06,2022-05-10,rejected,proposer_emailusr449@gt.educounterparty_emailusr217@gt.eduproposer_item_no3320counterparty_item_no1642,2022-05-06,2022-05-10
3320,3303,usr449@gt.edu,usr446@gt.edu,2022-06-02,NULL,unaccepted,proposer_emailusr449@gt.educounterparty_emailusr446@gt.eduproposer_item_no3320counterparty_item_no3303,2022-06-02,NULL
3321,7302,usr449@gt.edu,usr985@gt.edu,2022-05-03,2022-05-20,accepted,proposer_emailusr449@gt.educounterparty_emailusr985@gt.eduproposer_item_no3321counterparty_item_no7302,2022-05-03,2022-05-20
3323,4372,usr449@gt.edu,usr592@gt.edu,2022-04-18,NULL,unaccepted,proposer_emailusr449@gt.educounterparty_emailusr592@gt.eduproposer_item_no3323counterparty_item_no4372,2022-04-18,NULL
3324,684,usr449@gt.edu,usr091@gt.edu,2022-04-25,2022-04-28,accepted,proposer_emailusr449@gt.educounterparty_emailusr091@gt.eduproposer_item_no3324counterparty_item_no684,2022-04-25,2022-04-28
3329,2615,usr450@gt.edu,usr355@gt.edu,2022-04-19,2022-05-02,accepted,proposer_emailusr450@gt.educounterparty_emailusr355@gt.eduproposer_item_no3329counterparty_item_no2615,2022-04-19,2022-05-02
3330,4820,usr450@gt.edu,usr651@gt.edu,2022-06-06,2022-06-08,rejected,proposer_emailusr450@gt.educounterparty_emailusr651@gt.eduproposer_item_no3330counterparty_item_no4820,2022-06-06,2022-06-08
3331,3275,usr450@gt.edu,usr442@gt.edu,2022-05-11,NULL,unaccepted,proposer_emailusr450@gt.educounterparty_emailusr442@gt.eduproposer_item_no3331counterparty_item_no3275,2022-05-11,NULL
3333,1748,usr450@gt.edu,usr233@gt.edu,2022-04-21,NULL,unaccepted,proposer_emailusr450@gt.educounterparty_emailusr233@gt.eduproposer_item_no3333counterparty_item_no1748,2022-04-21,NULL
3337,3967,usr451@gt.edu,usr534@gt.edu,2022-04-29,2022-05-05,rejected,proposer_emailusr451@gt.educounterparty_emailusr534@gt.eduproposer_item_no3337counterparty_item_no3967,2022-04-29,2022-05-05
3343,4026,usr451@gt.edu,usr544@gt.edu,2022-04-21,2022-04-26,accepted,proposer_emailusr451@gt.educounterparty_emailusr544@gt.eduproposer_item_no3343counterparty_item_no4026,2022-04-21,2022-04-26
3347,3022,usr452@gt.edu,usr403@gt.edu,2022-04-18,2022-05-05,accepted,proposer_emailusr452@gt.educounterparty_emailusr403@gt.eduproposer_item_no3347counterparty_item_no3022,2022-04-18,2022-05-05
3348,111,usr452@gt.edu,usr015@gt.edu,2022-05-26,2022-06-14,accepted,proposer_emailusr452@gt.educounterparty_emailusr015@gt.eduproposer_item_no3348counterparty_item_no111,2022-05-26,2022-06-14
3349,2081,usr452@gt.edu,usr278@gt.edu,2022-05-20,2022-05-27,rejected,proposer_emailusr452@gt.educounterparty_emailusr278@gt.eduproposer_item_no3349counterparty_item_no2081,2022-05-20,2022-05-27
3353,234,usr452@gt.edu,usr035@gt.edu,2022-04-15,NULL,unaccepted,proposer_emailusr452@gt.educounterparty_emailusr035@gt.eduproposer_item_no3353counterparty_item_no234,2022-04-15,NULL
3358,881,usr453@gt.edu,usr117@gt.edu,2022-04-15,2022-05-04,accepted,proposer_emailusr453@gt.educounterparty_emailusr117@gt.eduproposer_item_no3358counterparty_item_no881,2022-04-15,2022-05-04
3359,7146,usr453@gt.edu,usr962@gt.edu,2022-04-20,2022-05-20,accepted,proposer_emailusr453@gt.educounterparty_emailusr962@gt.eduproposer_item_no3359counterparty_item_no7146,2022-04-20,2022-05-20
3360,4727,usr453@gt.edu,usr639@gt.edu,2022-04-22,2022-06-02,accepted,proposer_emailusr453@gt.educounterparty_emailusr639@gt.eduproposer_item_no3360counterparty_item_no4727,2022-04-22,2022-06-02
3362,1201,usr454@gt.edu,usr161@gt.edu,2022-04-27,NULL,unaccepted,proposer_emailusr454@gt.educounterparty_emailusr161@gt.eduproposer_item_no3362counterparty_item_no1201,2022-04-27,NULL
3363,4479,usr454@gt.edu,usr607@gt.edu,2022-05-13,NULL,unaccepted,proposer_emailusr454@gt.educounterparty_emailusr607@gt.eduproposer_item_no3363counterparty_item_no4479,2022-05-13,NULL
3364,5992,usr454@gt.edu,usr804@gt.edu,2022-05-30,NULL,unaccepted,proposer_emailusr454@gt.educounterparty_emailusr804@gt.eduproposer_item_no3364counterparty_item_no5992,2022-05-30,NULL
3365,7307,usr454@gt.edu,usr985@gt.edu,2022-04-21,NULL,unaccepted,proposer_emailusr454@gt.educounterparty_emailusr985@gt.eduproposer_item_no3365counterparty_item_no7307,2022-04-21,NULL
3366,2577,usr454@gt.edu,usr349@gt.edu,2022-04-18,2022-04-26,accepted,proposer_emailusr454@gt.educounterparty_emailusr349@gt.eduproposer_item_no3366counterparty_item_no2577,2022-04-18,2022-04-26
3367,6829,usr454@gt.edu,usr923@gt.edu,2022-04-15,2022-05-16,accepted,proposer_emailusr454@gt.educounterparty_emailusr923@gt.eduproposer_item_no3367counterparty_item_no6829,2022-04-15,2022-05-16
3369,3105,usr454@gt.edu,usr414@gt.edu,2022-05-19,2022-05-20,rejected,proposer_emailusr454@gt.educounterparty_emailusr414@gt.eduproposer_item_no3369counterparty_item_no3105,2022-05-19,2022-05-20
3369,5290,usr454@gt.edu,usr714@gt.edu,2022-05-20,2022-06-14,rejected,proposer_emailusr454@gt.educounterparty_emailusr714@gt.eduproposer_item_no3369counterparty_item_no5290,2022-05-20,2022-06-14
3371,6220,usr455@gt.edu,usr835@gt.edu,2022-04-19,2022-05-09,accepted,proposer_emailusr455@gt.educounterparty_emailusr835@gt.eduproposer_item_no3371counterparty_item_no6220,2022-04-19,2022-05-09
3372,4079,usr455@gt.edu,usr551@gt.edu,2022-04-15,NULL,unaccepted,proposer_emailusr455@gt.educounterparty_emailusr551@gt.eduproposer_item_no3372counterparty_item_no4079,2022-04-15,NULL
3373,4651,usr455@gt.edu,usr629@gt.edu,2022-04-28,2022-05-17,accepted,proposer_emailusr455@gt.educounterparty_emailusr629@gt.eduproposer_item_no3373counterparty_item_no4651,2022-04-28,2022-05-17
3376,3176,usr456@gt.edu,usr425@gt.edu,2022-05-27,NULL,unaccepted,proposer_emailusr456@gt.educounterparty_emailusr425@gt.eduproposer_item_no3376counterparty_item_no3176,2022-05-27,NULL
3378,861,usr456@gt.edu,usr114@gt.edu,2022-04-27,NULL,unaccepted,proposer_emailusr456@gt.educounterparty_emailusr114@gt.eduproposer_item_no3378counterparty_item_no861,2022-04-27,NULL
3381,4581,usr456@gt.edu,usr620@gt.edu,2022-05-23,2022-05-26,rejected,proposer_emailusr456@gt.educounterparty_emailusr620@gt.eduproposer_item_no3381counterparty_item_no4581,2022-05-23,2022-05-26
3382,2725,usr456@gt.edu,usr368@gt.edu,2022-04-19,2022-05-03,accepted,proposer_emailusr456@gt.educounterparty_emailusr368@gt.eduproposer_item_no3382counterparty_item_no2725,2022-04-19,2022-05-03
3384,649,usr456@gt.edu,usr087@gt.edu,2022-04-15,NULL,unaccepted,proposer_emailusr456@gt.educounterparty_emailusr087@gt.eduproposer_item_no3384counterparty_item_no649,2022-04-15,NULL
3385,6586,usr457@gt.edu,usr887@gt.edu,2022-06-13,NULL,unaccepted,proposer_emailusr457@gt.educounterparty_emailusr887@gt.eduproposer_item_no3385counterparty_item_no6586,2022-06-13,NULL
3386,2159,usr457@gt.edu,usr289@gt.edu,2022-05-02,2022-05-09,accepted,proposer_emailusr457@gt.educounterparty_emailusr289@gt.eduproposer_item_no3386counterparty_item_no2159,2022-05-02,2022-05-09
3389,4375,usr457@gt.edu,usr593@gt.edu,2022-05-09,NULL,unaccepted,proposer_emailusr457@gt.educounterparty_emailusr593@gt.eduproposer_item_no3389counterparty_item_no4375,2022-05-09,NULL
3391,493,usr457@gt.edu,usr067@gt.edu,2022-05-30,2022-06-03,rejected,proposer_emailusr457@gt.educounterparty_emailusr067@gt.eduproposer_item_no3391counterparty_item_no493,2022-05-30,2022-06-03
3391,5976,usr457@gt.edu,usr803@gt.edu,2022-06-14,NULL,unaccepted,proposer_emailusr457@gt.educounterparty_emailusr803@gt.eduproposer_item_no3391counterparty_item_no5976,2022-06-14,NULL
3395,4071,usr457@gt.edu,usr550@gt.edu,2022-04-19,2022-05-17,accepted,proposer_emailusr457@gt.educounterparty_emailusr550@gt.eduproposer_item_no3395counterparty_item_no4071,2022-04-19,2022-05-17
3396,1204,usr458@gt.edu,usr161@gt.edu,2022-04-27,2022-05-02,rejected,proposer_emailusr458@gt.educounterparty_emailusr161@gt.eduproposer_item_no3396counterparty_item_no1204,2022-04-27,2022-05-02
3397,6084,usr458@gt.edu,usr818@gt.edu,2022-05-27,2022-06-10,accepted,proposer_emailusr458@gt.educounterparty_emailusr818@gt.eduproposer_item_no3397counterparty_item_no6084,2022-05-27,2022-06-10
3399,7072,usr458@gt.edu,usr952@gt.edu,2022-04-18,2022-05-18,rejected,proposer_emailusr458@gt.educounterparty_emailusr952@gt.eduproposer_item_no3399counterparty_item_no7072,2022-04-18,2022-05-18
3401,4132,usr459@gt.edu,usr559@gt.edu,2022-04-15,2022-04-22,accepted,proposer_emailusr459@gt.educounterparty_emailusr559@gt.eduproposer_item_no3401counterparty_item_no4132,2022-04-15,2022-04-22
3402,5559,usr459@gt.edu,usr748@gt.edu,2022-05-13,2022-05-16,accepted,proposer_emailusr459@gt.educounterparty_emailusr748@gt.eduproposer_item_no3402counterparty_item_no5559,2022-05-13,2022-05-16
3403,5364,usr459@gt.edu,usr724@gt.edu,2022-04-22,NULL,unaccepted,proposer_emailusr459@gt.educounterparty_emailusr724@gt.eduproposer_item_no3403counterparty_item_no5364,2022-04-22,NULL
3404,4462,usr459@gt.edu,usr604@gt.edu,2022-04-19,2022-05-24,rejected,proposer_emailusr459@gt.educounterparty_emailusr604@gt.eduproposer_item_no3404counterparty_item_no4462,2022-04-19,2022-05-24
3405,5293,usr459@gt.edu,usr715@gt.edu,2022-04-20,2022-06-08,accepted,proposer_emailusr459@gt.educounterparty_emailusr715@gt.eduproposer_item_no3405counterparty_item_no5293,2022-04-20,2022-06-08
3407,316,usr460@gt.edu,usr045@gt.edu,2022-05-09,NULL,unaccepted,proposer_emailusr460@gt.educounterparty_emailusr045@gt.eduproposer_item_no3407counterparty_item_no316,2022-05-09,NULL
3408,1373,usr460@gt.edu,usr185@gt.edu,2022-04-28,2022-05-19,rejected,proposer_emailusr460@gt.educounterparty_emailusr185@gt.eduproposer_item_no3408counterparty_item_no1373,2022-04-28,2022-05-19
3408,2842,usr460@gt.edu,usr382@gt.edu,2022-05-24,2022-06-09,rejected,proposer_emailusr460@gt.educounterparty_emailusr382@gt.eduproposer_item_no3408counterparty_item_no2842,2022-05-24,2022-06-09
3412,3504,usr461@gt.edu,usr475@gt.edu,2022-04-15,2022-05-19,rejected,proposer_emailusr461@gt.educounterparty_emailusr475@gt.eduproposer_item_no3412counterparty_item_no3504,2022-04-15,2022-05-19
3414,4837,usr461@gt.edu,usr653@gt.edu,2022-05-26,NULL,unaccepted,proposer_emailusr461@gt.educounterparty_emailusr653@gt.eduproposer_item_no3414counterparty_item_no4837,2022-05-26,NULL
3419,6846,usr462@gt.edu,usr925@gt.edu,2022-04-21,2022-05-09,accepted,proposer_emailusr462@gt.educounterparty_emailusr925@gt.eduproposer_item_no3419counterparty_item_no6846,2022-04-21,2022-05-09
3420,1980,usr462@gt.edu,usr265@gt.edu,2022-04-18,2022-05-11,rejected,proposer_emailusr462@gt.educounterparty_emailusr265@gt.eduproposer_item_no3420counterparty_item_no1980,2022-04-18,2022-05-11
3421,4283,usr462@gt.edu,usr579@gt.edu,2022-05-24,2022-06-07,accepted,proposer_emailusr462@gt.educounterparty_emailusr579@gt.eduproposer_item_no3421counterparty_item_no4283,2022-05-24,2022-06-07
3422,1451,usr462@gt.edu,usr195@gt.edu,2022-05-23,NULL,unaccepted,proposer_emailusr462@gt.educounterparty_emailusr195@gt.eduproposer_item_no3422counterparty_item_no1451,2022-05-23,NULL
3422,2221,usr462@gt.edu,usr299@gt.edu,2022-05-12,2022-05-13,rejected,proposer_emailusr462@gt.educounterparty_emailusr299@gt.eduproposer_item_no3422counterparty_item_no2221,2022-05-12,2022-05-13
3426,397,usr463@gt.edu,usr055@gt.edu,2022-04-29,2022-05-16,accepted,proposer_emailusr463@gt.educounterparty_emailusr055@gt.eduproposer_item_no3426counterparty_item_no397,2022-04-29,2022-05-16
3433,40,usr464@gt.edu,usr007@gt.edu,2022-04-19,2022-05-05,rejected,proposer_emailusr464@gt.educounterparty_emailusr007@gt.eduproposer_item_no3433counterparty_item_no40,2022-04-19,2022-05-05
3435,1277,usr464@gt.edu,usr173@gt.edu,2022-05-20,2022-06-08,accepted,proposer_emailusr464@gt.educounterparty_emailusr173@gt.eduproposer_item_no3435counterparty_item_no1277,2022-05-20,2022-06-08
3436,2947,usr464@gt.edu,usr394@gt.edu,2022-04-18,2022-04-28,accepted,proposer_emailusr464@gt.educounterparty_emailusr394@gt.eduproposer_item_no3436counterparty_item_no2947,2022-04-18,2022-04-28
3437,1266,usr464@gt.edu,usr171@gt.edu,2022-05-04,2022-06-07,accepted,proposer_emailusr464@gt.educounterparty_emailusr171@gt.eduproposer_item_no3437counterparty_item_no1266,2022-05-04,2022-06-07
3439,2518,usr465@gt.edu,usr340@gt.edu,2022-06-07,NULL,unaccepted,proposer_emailusr465@gt.educounterparty_emailusr340@gt.eduproposer_item_no3439counterparty_item_no2518,2022-06-07,NULL
3441,5826,usr465@gt.edu,usr782@gt.edu,2022-05-03,2022-06-08,accepted,proposer_emailusr465@gt.educounterparty_emailusr782@gt.eduproposer_item_no3441counterparty_item_no5826,2022-05-03,2022-06-08
3444,6830,usr465@gt.edu,usr923@gt.edu,2022-05-13,NULL,unaccepted,proposer_emailusr465@gt.educounterparty_emailusr923@gt.eduproposer_item_no3444counterparty_item_no6830,2022-05-13,NULL
3446,5101,usr465@gt.edu,usr687@gt.edu,2022-04-15,2022-05-18,accepted,proposer_emailusr465@gt.educounterparty_emailusr687@gt.eduproposer_item_no3446counterparty_item_no5101,2022-04-15,2022-05-18
3448,839,usr466@gt.edu,usr111@gt.edu,2022-04-19,2022-05-02,rejected,proposer_emailusr466@gt.educounterparty_emailusr111@gt.eduproposer_item_no3448counterparty_item_no839,2022-04-19,2022-05-02
3448,3177,usr466@gt.edu,usr426@gt.edu,2022-05-26,2022-06-13,accepted,proposer_emailusr466@gt.educounterparty_emailusr426@gt.eduproposer_item_no3448counterparty_item_no3177,2022-05-26,2022-06-13
3449,2764,usr466@gt.edu,usr372@gt.edu,2022-04-28,NULL,unaccepted,proposer_emailusr466@gt.educounterparty_emailusr372@gt.eduproposer_item_no3449counterparty_item_no2764,2022-04-28,NULL
3450,5523,usr466@gt.edu,usr743@gt.edu,2022-05-17,2022-06-02,accepted,proposer_emailusr466@gt.educounterparty_emailusr743@gt.eduproposer_item_no3450counterparty_item_no5523,2022-05-17,2022-06-02
3453,4491,usr467@gt.edu,usr608@gt.edu,2022-05-10,2022-05-16,rejected,proposer_emailusr467@gt.educounterparty_emailusr608@gt.eduproposer_item_no3453counterparty_item_no4491,2022-05-10,2022-05-16
3456,1620,usr468@gt.edu,usr215@gt.edu,2022-04-19,2022-05-17,accepted,proposer_emailusr468@gt.educounterparty_emailusr215@gt.eduproposer_item_no3456counterparty_item_no1620,2022-04-19,2022-05-17
3457,362,usr468@gt.edu,usr051@gt.edu,2022-04-27,NULL,unaccepted,proposer_emailusr468@gt.educounterparty_emailusr051@gt.eduproposer_item_no3457counterparty_item_no362,2022-04-27,NULL
3458,6593,usr468@gt.edu,usr889@gt.edu,2022-04-18,2022-05-19,accepted,proposer_emailusr468@gt.educounterparty_emailusr889@gt.eduproposer_item_no3458counterparty_item_no6593,2022-04-18,2022-05-19
3461,811,usr469@gt.edu,usr108@gt.edu,2022-05-06,2022-05-16,rejected,proposer_emailusr469@gt.educounterparty_emailusr108@gt.eduproposer_item_no3461counterparty_item_no811,2022-05-06,2022-05-16
3461,2349,usr469@gt.edu,usr316@gt.edu,2022-05-19,2022-05-24,rejected,proposer_emailusr469@gt.educounterparty_emailusr316@gt.eduproposer_item_no3461counterparty_item_no2349,2022-05-19,2022-05-24
3461,6676,usr469@gt.edu,usr900@gt.edu,2022-05-30,2022-06-07,accepted,proposer_emailusr469@gt.educounterparty_emailusr900@gt.eduproposer_item_no3461counterparty_item_no6676,2022-05-30,2022-06-07
3462,3056,usr469@gt.edu,usr407@gt.edu,2022-04-15,2022-04-28,accepted,proposer_emailusr469@gt.educounterparty_emailusr407@gt.eduproposer_item_no3462counterparty_item_no3056,2022-04-15,2022-04-28
3463,7272,usr469@gt.edu,usr980@gt.edu,2022-05-11,2022-05-27,rejected,proposer_emailusr469@gt.educounterparty_emailusr980@gt.eduproposer_item_no3463counterparty_item_no7272,2022-05-11,2022-05-27
3464,6129,usr470@gt.edu,usr823@gt.edu,2022-04-18,2022-04-22,accepted,proposer_emailusr470@gt.educounterparty_emailusr823@gt.eduproposer_item_no3464counterparty_item_no6129,2022-04-18,2022-04-22
3465,2740,usr470@gt.edu,usr369@gt.edu,2022-05-02,2022-05-12,accepted,proposer_emailusr470@gt.educounterparty_emailusr369@gt.eduproposer_item_no3465counterparty_item_no2740,2022-05-02,2022-05-12
